"CGrade","LoanTerm","LoanStatus","BorrowerAPR","InterestRate","LenderYield","EmpStatus","EmpStatusDuration","HomeOwner","AvailablecardCredit","IncomeRange","DeclaredMonthlyIncome","MonthlyLoanPayment"
"AA",36,"Completed",0.08684,0.08,0.075,"Full-time",155,TRUE,22662,"$50,000-74,999",4666.666667,108.36
"AA",36,"Completed",0.127,0.12,0.11,"Full-time",11,FALSE,22645,"$25,000-49,999",3833.333333,491.89
"AA",36,"Completed",0.14689,0.1398,0.1298,"Full-time",41,TRUE,22641,"$75,000-99,999",6250,307.51
"AA",36,"Completed",0.0776,0.0708,0.0608,"Full-time",27,TRUE,22627,"$50,000-74,999",5958.333333,154.57
"AA",36,"Completed",0.14709,0.14,0.14,"Full-time",17,TRUE,22607,"$75,000-99,999",6541.666667,820.26
"AA",36,"Completed",0.08875,0.0819,0.0819,"Full-time",97,TRUE,22605,"$50,000-74,999",5000,235.68
"AA",36,"Completed",0.09688,0.09,0.085,"Full-time",55,TRUE,22581,"$25,000-49,999",3416.666667,159
"AA",36,"Defaulted",0.10883,0.1019,0.1019,"Full-time",5,TRUE,22578,"$1-24,999",1993.333333,388.28
"AA",36,"Completed",0.09788,0.091,0.086,"Full-time",47,FALSE,22562,"$25,000-49,999",2333.333333,270.69
"AA",36,"Completed",0.09387,0.087,0.077,"Full-time",37,TRUE,22544,"$50,000-74,999",5014,316.6
"AA",36,"Completed",0.06597,0.049,0.039,"Full-time",74,TRUE,22500,"$75,000-99,999",8065.916667,29.93
"AA",36,"Completed",0.09487,0.0874,0.0824,"Part-time",33,TRUE,22443,"$1-24,999",370.333333,72.86
"AA",36,"Defaulted",0.13694,0.1299,0.1249,"Full-time",172,FALSE,22424,"$75,000-99,999",6250,774.85
"AA",36,"Defaulted",0.22744,0.22,0.21,"Part-time",19,FALSE,22390,"$1-24,999",1500,222.08
"AA",36,"Completed",0.1255,0.1185,0.1085,"Full-time",3,TRUE,22388,"$100,000+",12916.66667,524.86
"AA",36,"Completed",0.10582,0.0989,0.0939,"Full-time",96,TRUE,22378,"$50,000-74,999",4459,322.16
"AA",36,"Completed",0.09274,0.08,0.07,"Self-employed",10,FALSE,22366,"$1-24,999",1169,42.3
"AA",36,"Completed",0.1019,0.095,0.085,"Full-time",146,TRUE,22366,"$75,000-99,999",7531.75,320.33
"AA",36,"Completed",0.1019,0.095,0.085,"Full-time",141,TRUE,22365,"$1-24,999",0.083333,144.15
"AA",36,"Chargedoff",0.14307,0.136,0.121,"Full-time",322,TRUE,22325,"$75,000-99,999",7723.25,849.59
"AA",36,"Completed",0.10692,0.1,0.09,"Full-time",8,TRUE,22320,"$25,000-49,999",3750,306.54
"AA",36,"Completed",0.08192,0.0751,0.0701,"Full-time",70,TRUE,22292,"$100,000+",32500,124.44
"AA",36,"Chargedoff",0.09688,0.09,0.08,"Full-time",72,TRUE,22203,"$50,000-74,999",4643.916667,174.9
"AA",36,"Completed",0.09387,0.087,0.082,"Full-time",19,FALSE,22168,"$25,000-49,999",3333.333333,94.98
"AA",36,"Completed",0.076,0.0675,0.0675,"Full-time",142,TRUE,22144,"$25,000-49,999",2879.916667,61.53
"AA",36,"Completed",0.08935,0.0825,0.075,"Full-time",0,FALSE,22143,"$50,000-74,999",5333.333333,110.08
"AA",36,"Completed",0.07419,0.0674,0.0574,"Full-time",14,FALSE,22137,"$50,000-74,999",4583.333333,76.9
"AA",36,"Completed",0.08935,0.0825,0.0825,"Full-time",98,TRUE,22137,"$50,000-74,999",6000,267.34
"AA",36,"Completed",0.0758,0.069,0.059,"Full-time",22,FALSE,22125,"$25,000-49,999",2500,69.12
"AA",36,"Completed",0.18234,0.1751,0.1651,"Retired",21,TRUE,22125,"$50,000-74,999",5000,718.14
"AA",36,"Completed",0.09939,0.0925,0.085,"Full-time",4,TRUE,22107,"$50,000-74,999",5708.333333,382.99
"AA",36,"Chargedoff",0.11094,0.104,0.094,"Full-time",281,TRUE,22024,"$25,000-49,999",2888.166667,486.83
"AA",36,"Completed",0.08819,0.071,0.0635,"Full-time",79,TRUE,21959,"$75,000-99,999",7500,30.92
"AA",36,"Completed",0.127,0.12,0.12,"Full-time",42,FALSE,21939,"$1-24,999",216.666667,265.71
"AA",36,"Completed",0.08684,0.08,0.08,"Full-time",39,TRUE,21932,"$75,000-99,999",6250,222.49
"AA",36,"Completed",0.08533,0.0785,0.0785,"Full-time",35,TRUE,21819,"$25,000-49,999",2500,348.97
"AA",36,"Completed",0.18475,0.1775,0.165,"Full-time",10,TRUE,21813,"$75,000-99,999",6810.166667,900.68
"AA",36,"Completed",0.09136,0.0845,0.0745,"Full-time",8,FALSE,21812,"$25,000-49,999",3750,189.27
"AA",36,"Defaulted",0.127,0.12,0.12,"Full-time",32,TRUE,21804,"$0 ",0,398.57
"AA",36,"Completed",0.09688,0.09,0.085,"Full-time",18,TRUE,21786,"$50,000-74,999",4666.666667,222.6
"AA",36,"Completed",0.10943,0.1025,0.0975,"Full-time",4,TRUE,21749,"$25,000-49,999",2666.666667,178.12
"AA",36,"Completed",0.08935,0.0825,0.0725,"Full-time",48,FALSE,21738,"$25,000-49,999",2708.333333,157.26
"AA",36,"Completed",0.09076,0.0839,0.0839,"Full-time",57,TRUE,21690,"$75,000-99,999",6734,315.17
"AA",36,"Chargedoff",0.11194,0.105,0.105,"Full-time",12,TRUE,21687,"$50,000-74,999",4583.333333,650.05
"AA",36,"Completed",0.1269,0.1199,0.1199,"Part-time",4,TRUE,21680,"$1-24,999",2022.75,199.26
"AA",36,"Completed",0.10692,0.1,0.1,"Full-time",119,FALSE,21646,"$75,000-99,999",7250,301.19
"AA",36,"Completed",0.08692,0.085,0.075,"Full-time",21,TRUE,21632,"$50,000-74,999",4166.666667,280.95
"AA",36,"Completed",0.09487,0.088,0.088,"Full-time",261,TRUE,21600,"$75,000-99,999",6565,188.29
"AA",36,"Completed",0.08684,0.08,0.075,"Full-time",10,FALSE,21586,"$25,000-49,999",2916.666667,109.68
"AA",36,"Completed",0.14207,0.135,0.135,"Self-employed",218,TRUE,21556,"$50,000-74,999",4166.666667,336.76
"AA",36,"Completed",0.12901,0.122,0.117,"Full-time",395,TRUE,21525,"$75,000-99,999",7809,832.75
"AA",36,"Completed",0.08282,0.076,0.071,"Full-time",116,TRUE,21522,"$75,000-99,999",8000,109.03
"AA",36,"Completed",0.08182,0.075,0.065,"Full-time",29,TRUE,21512,"$50,000-74,999",5041.666667,155.53
"AA",36,"Completed",0.11244,0.1055,0.1005,"Full-time",111,TRUE,21501,"$100,000+",19232.75,813.15
"AA",36,"Defaulted",0.12198,0.115,0.11,"Self-employed",137,TRUE,21500,"$25,000-49,999",2152.25,395.71
"AA",36,"Completed",0.0768,0.07,0.06,"Full-time",46,TRUE,21493,"$25,000-49,999",3666.666667,185.26
"AA",36,"Completed",0.08634,0.0795,0.0745,"Full-time",29,FALSE,21488,"$100,000+",9166.666667,93.94
"AA",36,"Completed",0.08684,0.08,0.075,"Full-time",115,TRUE,21449,"$75,000-99,999",8272,78.34
"AA",36,"Completed",0.14709,0.14,0.135,"Full-time",16,TRUE,21447,"$25,000-49,999",3283.333333,335.96
"AA",36,"Completed",0.10542,0.0985,0.091,"Full-time",35,FALSE,21439,"$1-24,999",1610,160.98
"AA",36,"Completed",0.10943,0.1025,0.0975,"Self-employed",21,TRUE,21408,"$0 ",0,129.54
"AA",36,"Completed",0.10542,0.0985,0.0935,"Part-time",45,FALSE,21324,"$1-24,999",416.666667,109.47
"AA",36,"Completed",0.10692,0.1,0.1,"Full-time",138,TRUE,21295,"$100,000+",18750,96.83
"AA",36,"Completed",0.0771,0.069,0.059,"Full-time",121,TRUE,21236,"$25,000-49,999",4049.5,64.75
"AA",36,"Chargedoff",0.13403,0.127,0.117,"Full-time",19,TRUE,21223,"$75,000-99,999",6795.666667,805.19
"AA",36,"Completed",0.08617,0.069,0.069,"Full-time",54,TRUE,21182,"$50,000-74,999",4250,30.83
"AA",36,"Completed",0.09186,0.085,0.08,"Full-time",130,FALSE,21172,"$25,000-49,999",2500,315.64
"AA",36,"Completed",0.07419,0.0674,0.0674,"Full-time",27,TRUE,21168,"$50,000-74,999",5283.333333,95.35
"AA",36,"Completed",0.10692,0.1,0.095,"Part-time",1,FALSE,21112,"$1-24,999",833.333333,322.67
"AA",36,"Completed",0.11194,0.105,0.1,"Full-time",25,TRUE,21094,"$100,000+",26413.66667,812.56
"AA",36,"Completed",0.08684,0.08,0.08,"Full-time",27,TRUE,21072,"$75,000-99,999",8083.333333,94.01
"AA",36,"Completed",0.16215,0.155,0.155,"Full-time",333,TRUE,21050,"$75,000-99,999",6812.5,872.77
"AA",36,"Completed",0.08764,0.0808,0.0758,"Self-employed",0,TRUE,21009,"$25,000-49,999",2500,94.43
"AA",36,"Chargedoff",0.29776,0.29,0.28,"Self-employed",44,TRUE,21000,"$100,000+",11666.66667,628.59
"AA",36,"Completed",0.10893,0.102,0.092,"Full-time",146,TRUE,20894,"$50,000-74,999",5500,420.7
"AA",36,"Completed",0.08001,0.0629,0.0529,"Self-employed",7,FALSE,20884,"$50,000-74,999",4166.666667,30.55
"AA",36,"Completed",0.06643,0.0608,0.0508,"Full-time",3,TRUE,20873,"$50,000-74,999",5416.666667,91.37
"AA",36,"Completed",0.0768,0.07,0.07,"Full-time",9,FALSE,20866,"$25,000-49,999",3000,80.28
"AA",36,"Defaulted",0.14207,0.135,0.135,"Full-time",207,TRUE,20860,"$100,000+",11250,848.38
"AA",36,"Completed",0.09708,0.0902,0.0902,"Full-time",14,TRUE,20852,"$75,000-99,999",8000,318.09
"AA",36,"Completed",0.12751,0.1205,0.1105,"Full-time",7,TRUE,20843,"$100,000+",10000,698
"AA",36,"Completed",0.14859,0.1415,0.1415,"Self-employed",6,TRUE,20824,"$50,000-74,999",4333.333333,841.1
"AA",36,"Chargedoff",0.13705,0.13,0.13,"Full-time",104,TRUE,20801,"$25,000-49,999",4000,842.35
"AA",36,"Completed",0.11316,0.06,0.05,"Full-time",92,FALSE,20787,"$25,000-49,999",2166.666667,30.42
"AA",36,"Chargedoff",0.09678,0.0899,0.0849,"Full-time",38,TRUE,20777,"$75,000-99,999",7913.75,445.13
"AA",36,"Defaulted",0.127,0.12,0.115,"Full-time",32,TRUE,20751,"$75,000-99,999",9862.333333,730.71
"AA",36,"Completed",0.09477,0.0879,0.0829,"Full-time",14,TRUE,20719,"$75,000-99,999",6666.666667,221.91
"AA",36,"Defaulted",0.09086,0.084,0.079,"Retired",85,TRUE,20681,"$1-24,999",0.083333,267.93
"AA",36,"Completed",0.0768,0.07,0.06,"Full-time",59,TRUE,20677,"$50,000-74,999",4833.333333,123.51
"AA",36,"Completed",0.11696,0.11,0.105,"Full-time",175,TRUE,20667,"$100,000+",20138.75,654.77
"AA",36,"Completed",0.1727,0.1655,0.1555,"Self-employed",52,FALSE,20655,"$0 ",0,627.56
"AA",36,"Completed",0.12198,0.115,0.105,"Self-employed",11,FALSE,20642,"$25,000-49,999",2500,494.64
"AA",36,"Chargedoff",0.11696,0.11,0.105,"Full-time",15,TRUE,20611,"$100,000+",8948.333333,818.47
"AA",36,"Chargedoff",0.17621,0.169,0.169,"Full-time",132,FALSE,20570,"$100,000+",10416.66667,711.7
"AA",36,"Completed",0.11797,0.104,0.094,"Full-time",116,TRUE,20520,"$50,000-74,999",5416.666667,696.67
"AA",36,"Chargedoff",0.26914,0.25,0.24,"Self-employed",42,FALSE,20500,"$25,000-49,999",2916.666667,39.76
"AA",36,"Defaulted",0.1511,0.144,0.139,"Self-employed",35,TRUE,20497,"$1-24,999",1964,859.31
"AA",36,"Chargedoff",0.15161,0.1445,0.1445,"Full-time",97,TRUE,20485,"$100,000+",13000,825.52
"AA",36,"Chargedoff",0.14987,0.1479,0.1379,"Full-time",227,TRUE,20470,"$25,000-49,999",3833.333333,311.06
"AA",36,"Completed",0.07456,0.0575,0.0475,"Full-time",31,TRUE,20450,"$100,000+",11250,30.31
"AA",36,"Completed",0.08172,0.0749,0.0649,"Full-time",19,FALSE,20433,"$25,000-49,999",4000,155.51
"AA",36,"Completed",0.11696,0.11,0.105,"Full-time",132,TRUE,20397,"$75,000-99,999",6342,654.77
"AA",36,"Completed",0.0746,0.0615,0.0515,"Part-time",110,FALSE,20377,"$1-24,999",1100,39.64
"AA",36,"Completed",0.08993,0.0792,0.0742,"Full-time",64,TRUE,20346,"$25,000-49,999",2666.666667,50.08
"AA",36,"Completed",0.08684,0.08,0.075,"Full-time",45,TRUE,20331,"$50,000-74,999",4654.083333,156.68
"AA",36,"Chargedoff",0.17722,0.17,0.155,"Self-employed",107,TRUE,20324,"$1-24,999",0.083333,891.32
"AA",36,"Completed",0.0829,0.0715,0.0665,"Full-time",30,TRUE,20320,"$1-24,999",1666.666667,46.42
"AA",36,"Completed",0.06576,0.059,0.049,"Part-time",20,FALSE,20300,"$1-24,999",962.5,91.13
"AA",36,"Completed",0.07178,0.065,0.065,"Full-time",145,TRUE,20196,"$75,000-99,999",7047.666667,306.49
"AA",36,"Chargedoff",0.11897,0.112,0.102,"Self-employed",24,TRUE,20193,"$50,000-74,999",4166.666667,492.5
"AA",36,"Completed",0.08935,0.0825,0.075,"Full-time",82,TRUE,20191,"$50,000-74,999",4916.666667,157.26
"AA",36,"Defaulted",0.09588,0.089,0.089,"Full-time",85,TRUE,20157,"$25,000-49,999",2250,285.78
"AA",36,"Completed",0.11144,0.1045,0.0995,"Self-employed",33,TRUE,20135,"$50,000-74,999",7183.333333,341.03
"AA",36,"Completed",0.07931,0.0725,0.0725,"Full-time",14,TRUE,20134,"$50,000-74,999",5583.333333,77.48
"AA",36,"Completed",0.08842,0.085,0.075,"Full-time",255,TRUE,20097,"$100,000+",8333.333333,156.62
"AA",36,"Completed",0.1255,0.1185,0.1085,"Full-time",13,TRUE,20090,"$25,000-49,999",3716.666667,828.57
"AA",36,"Chargedoff",0.0768,0.07,0.065,"Full-time",56,TRUE,20089,"$1-24,999",825,185.26
"AA",36,"Defaulted",0.11345,0.1065,0.099,"Full-time",1,TRUE,20050,"$25,000-49,999",2200,325.7
"AA",36,"Completed",0.0768,0.07,0.06,"Full-time",107,TRUE,20047,"$100,000+",10166.66667,304.91
"AA",36,"Completed",0.08483,0.078,0.068,"Full-time",61,TRUE,20031,"$25,000-49,999",3416.666667,165.59
"AA",36,"Completed",0.14709,0.14,0.12,"Self-employed",0,TRUE,20022,"$0 ",0,100.57
"AA",36,"Completed",0.14638,0.1393,0.1293,"Full-time",96,TRUE,20022,"$75,000-99,999",6625,853.59
"AA",36,"Completed",0.12188,0.1149,0.1049,"Full-time",70,FALSE,19908,"$25,000-49,999",3232.5,494.57
"AA",36,"Completed",0.06526,0.0585,0.0485,"Full-time",1,FALSE,19906,"$25,000-49,999",3055.666667,151.77
"AA",36,"Completed",0.08423,0.0774,0.0724,"Full-time",5,FALSE,19857,"$50,000-74,999",4333.333333,85.85
"AA",36,"Completed",0.0768,0.07,0.065,"Full-time",9,TRUE,19855,"$50,000-74,999",4583.333333,92.63
"AA",36,"Completed",0.14397,0.1369,0.1369,"Full-time",99,TRUE,19829,"$50,000-74,999",5000,612.49
"AA",36,"Chargedoff",0.08463,0.0825,0.0725,"Full-time",72,FALSE,19826,"$1-24,999",2058.333333,251.61
"AA",36,"Defaulted",0.30751,0.2997,0.2897,"Full-time",98,TRUE,19823,"$75,000-99,999",6750,636.53
"AA",36,"Chargedoff",0.11194,0.105,0.105,"Full-time",127,FALSE,19815,"$25,000-49,999",2500,780.06
"AA",36,"Completed",0.08182,0.075,0.075,"Self-employed",51,FALSE,19814,"$50,000-74,999",5208.333333,186.64
"AA",36,"Completed",0.10692,0.1,0.1,"Full-time",232,TRUE,19808,"$75,000-99,999",7500,242
"AA",36,"Completed",0.09688,0.09,0.085,"Full-time",51,TRUE,19793,"$100,000+",8666.666667,143.1
"AA",36,"Completed",0.08684,0.08,0.075,"Full-time",20,TRUE,19781,"$75,000-99,999",6791.666667,188.02
"AA",36,"Completed",0.08118,0.07,0.065,"Full-time",2,FALSE,19738,"$25,000-49,999",2333.333333,47.15
"AA",36,"Completed",0.1019,0.095,0.085,"Self-employed",60,TRUE,19714,"$75,000-99,999",13333.33333,471.59
"AA",36,"Defaulted",0.15261,0.1455,0.138,"Full-time",49,TRUE,19697,"$75,000-99,999",6666.666667,861.13
"AA",36,"Completed",0.09387,0.087,0.077,"Full-time",340,TRUE,19679,"$75,000-99,999",7141.666667,392.32
"AA",36,"Completed",0.0758,0.069,0.059,"Full-time",12,FALSE,19653,"$25,000-49,999",3583.333333,92.49
"AA",36,"Completed",0.10692,0.1,0.095,"Full-time",73,TRUE,19629,"$25,000-49,999",3916.666667,435.61
"AA",36,"Completed",0.08894,0.0775,0.0725,"Full-time",28,TRUE,19629,"$25,000-49,999",3866.666667,46.83
"AA",36,"Completed",0.06827,0.0615,0.0515,"Full-time",28,TRUE,19615,"$25,000-49,999",3416.666667,106.71
"AA",36,"Completed",0.09537,0.0885,0.081,"Part-time",21,TRUE,19588,"$25,000-49,999",2916.666667,311.99
"AA",36,"Completed",0.11646,0.1095,0.0995,"Full-time",11,TRUE,19553,"$50,000-74,999",5166.666667,327.15
"AA",36,"Completed",0.09688,0.09,0.08,"Full-time",78,TRUE,19520,"$25,000-49,999",3250,127.2
"AA",36,"Completed",0.11244,0.1055,0.0955,"Full-time",13,TRUE,19517,"$75,000-99,999",7553.333333,487.89
"AA",36,"Defaulted",0.10813,0.1012,0.0962,"Part-time",22,TRUE,19516,"$25,000-49,999",2083.333333,484.85
"AA",36,"Completed",0.11244,0.1055,0.1055,"Full-time",3,TRUE,19507,"$25,000-49,999",3433.583333,487.89
"AA",36,"Completed",0.08433,0.0775,0.0725,"Full-time",21,FALSE,19500,"$25,000-49,999",3333.333333,78.05
"AA",36,"Completed",0.08676,0.0782,0.0732,"Full-time",69,TRUE,19496,"$75,000-99,999",6250,62.51
"AA",36,"Completed",0.10692,0.1,0.1,"Full-time",8,FALSE,19495,"$50,000-74,999",4166.666667,484.01
"AA",36,"Completed",0.08365,0.0665,0.0665,"Full-time",14,TRUE,19433,"$100,000+",13333.33333,30.72
"AA",36,"Completed",0.1509,0.1438,0.1438,"Full-time",64,TRUE,19419,"$25,000-49,999",3500,343.62
"AA",36,"Completed",0.141,0.1399,0.1399,"Full-time",108,TRUE,19359,"$100,000+",14166.66667,546.76
"AA",36,"Completed",0.08684,0.08,0.07,"Self-employed",119,TRUE,19342,"$100,000+",8416.666667,78.34
"AA",36,"Completed",0.09688,0.09,0.085,"Full-time",126,FALSE,19329,"$50,000-74,999",5666.666667,413.4
"AA",36,"Completed",0.11696,0.11,0.11,"Full-time",6,TRUE,19327,"$100,000+",8750,294.65
"AA",36,"Completed",0.12791,0.1209,0.1109,"Full-time",42,TRUE,19325,"$25,000-49,999",3820.333333,498.86
"AA",36,"Completed",0.07607,0.059,0.049,"Full-time",116,TRUE,19320,"$25,000-49,999",3458.333333,30.38
"AA",36,"Completed",0.12198,0.115,0.105,"Full-time",24,TRUE,19313,"$75,000-99,999",7166.666667,494.64
"AA",36,"Completed",0.1506,0.1435,0.1435,"Full-time",54,TRUE,19305,"$100,000+",10000,824.35
"AA",36,"Completed",0.08684,0.08,0.075,"Full-time",65,FALSE,19300,"$25,000-49,999",2541.666667,100.28
"AA",36,"Completed",0.0768,0.07,0.065,"Full-time",2,TRUE,19289,"$50,000-74,999",5000,92.63
"AA",36,"Completed",0.08684,0.08,0.075,"Full-time",0,TRUE,19271,"$25,000-49,999",3640,235.02
"AA",36,"Completed",0.0758,0.069,0.059,"Full-time",34,TRUE,19265,"$25,000-49,999",2333.333333,107.91
"AA",36,"Completed",0.07516,0.0695,0.0695,"Full-time",11,FALSE,19264,"$25,000-49,999",3750,92.56
"AA",36,"Completed",0.0768,0.07,0.07,"Full-time",108,TRUE,19240,"$50,000-74,999",6167.916667,463.16
"AA",36,"Completed",0.09839,0.0915,0.0815,"Full-time",26,TRUE,19235,"$50,000-74,999",6041.666667,95.61
"AA",36,"Completed",0.11194,0.105,0.095,"Full-time",5,TRUE,19224,"$75,000-99,999",7916.666667,487.54
"AA",36,"Completed",0.10638,0.089,0.084,"Full-time",22,FALSE,19212,"$0 ",0,31.75
"AA",36,"Defaulted",0.1255,0.1185,0.1085,"Full-time",216,TRUE,19202,"$75,000-99,999",7083.333333,546.85
"AA",36,"Chargedoff",0.14709,0.14,0.135,"Retired",89,FALSE,19200,"$1-24,999",1333.333333,854.44
"AA",36,"Chargedoff",0.12449,0.1175,0.1175,"Retired",98,FALSE,19200,"$1-24,999",1333.333333,151.08
"AA",36,"Completed",0.08634,0.0795,0.0745,"Full-time",51,TRUE,19188,"$25,000-49,999",2833.333333,219.19
"AA",36,"Completed",0.1255,0.1185,0.1085,"Full-time",10,TRUE,19180,"$50,000-74,999",5000,820.43
"AA",36,"Completed",0.0768,0.07,0.07,"Full-time",74,FALSE,19167,"$50,000-74,999",5416.666667,247.02
"AA",36,"Completed",0.1019,0.095,0.09,"Full-time",50,FALSE,19139,"$75,000-99,999",6916.666667,256.26
"AA",36,"Completed",0.06576,0.059,0.049,"Full-time",2,FALSE,19059,"$50,000-74,999",4708.333333,121.51
"AA",36,"Completed",0.08684,0.08,0.08,"Full-time",17,FALSE,19044,"$25,000-49,999",4000,310.23
"AA",36,"Chargedoff",0.12399,0.117,0.107,"Full-time",204,TRUE,19030,"$100,000+",16666.66667,330.71
"AA",36,"Completed",0.08213,0.065,0.06,"Full-time",47,TRUE,19026,"$25,000-49,999",3916.666667,30.65
"AA",36,"Completed",0.09437,0.0875,0.075,"Full-time",85,TRUE,19022,"$25,000-49,999",3747.833333,110.89
"AA",36,"Completed",0.06837,0.0599,0.0499,"Full-time",2,TRUE,19017,"$50,000-74,999",5250,60.83
"AA",36,"Completed",0.08684,0.08,0.075,"Full-time",28,TRUE,19000,"$25,000-49,999",3333.333333,156.68
"AA",36,"Completed",0.08304,0.0745,0.0745,"Part-time",88,FALSE,19000,"$25,000-49,999",2250,62.17
"AA",36,"Defaulted",0.09387,0.087,0.077,"Full-time",28,TRUE,19000,"$50,000-74,999",4583.333333,411.58
"AA",36,"Completed",0.08313,0.0763,0.0663,"Full-time",51,FALSE,18967,"$25,000-49,999",2482.416667,185.81
"AA",36,"Completed",0.07872,0.0702,0.0702,"Full-time",34,TRUE,18908,"$75,000-99,999",7000,61.77
"AA",36,"Chargedoff",0.08383,0.077,0.077,"Full-time",51,FALSE,18821,"$50,000-74,999",4833.333333,311.98
"AA",36,"Completed",0.10692,0.1,0.1,"Full-time",144,TRUE,18815,"$50,000-74,999",5083.333333,513.05
"AA",36,"Completed",0.09286,0.086,0.086,"Full-time",77,FALSE,18800,"$50,000-74,999",4480,158.07
"AA",36,"Completed",0.07379,0.067,0.057,"Full-time",16,TRUE,18771,"$25,000-49,999",3333.333333,153.7
"AA",36,"Completed",0.10692,0.1,0.1,"Full-time",87,TRUE,18733,"$50,000-74,999",4166.666667,484.01
"AA",36,"Completed",0.15613,0.149,0.149,"Full-time",16,TRUE,18725,"$100,000+",11666.66667,519.25
"AA",36,"Completed",0.11194,0.105,0.105,"Full-time",342,TRUE,18725,"$50,000-74,999",4166.666667,487.54
"AA",36,"Completed",0.09223,0.075,0.07,"Self-employed",12,TRUE,18718,"$25,000-49,999",3000,31.11
"AA",36,"Defaulted",0.15251,0.1454,0.1454,"Full-time",152,TRUE,18708,"$25,000-49,999",3338.25,223.86
"AA",36,"Completed",0.08684,0.08,0.08,"Part-time",5,FALSE,18661,"$25,000-49,999",2610,156.68
"AA",36,"Defaulted",0.18324,0.176,0.176,"Full-time",3,TRUE,18657,"$25,000-49,999",3416.666667,862.85
"AA",36,"Completed",0.08423,0.0774,0.0674,"Full-time",58,TRUE,18592,"$50,000-74,999",5000,95.21
"AA",36,"Completed",0.09788,0.091,0.081,"Part-time",20,FALSE,18559,"$1-24,999",336.583333,110.38
"AA",36,"Completed",0.07607,0.059,0.049,"Full-time",191,TRUE,18556,"$100,000+",8333.333333,30.38
"AA",36,"Completed",0.10742,0.1005,0.1005,"Full-time",8,FALSE,18548,"$75,000-99,999",6250,742.69
"AA",36,"Chargedoff",0.11546,0.1085,0.1085,"Full-time",106,FALSE,18489,"$1-24,999",1833.333333,326.68
"AA",36,"Completed",0.11736,0.1104,0.1054,"Full-time",36,TRUE,18405,"$75,000-99,999",6953.083333,818.94
"AA",36,"Completed",0.15271,0.1456,0.1356,"Full-time",71,TRUE,18400,"$50,000-74,999",5416.666667,856.89
"AA",36,"Completed",0.09437,0.0875,0.0825,"Full-time",41,FALSE,18397,"$50,000-74,999",4583.333333,316.84
"AA",36,"Completed",0.1262,0.1192,0.1092,"Full-time",362,TRUE,18354,"$75,000-99,999",7825,431.29
"AA",36,"Completed",0.10592,0.099,0.089,"Full-time",173,TRUE,18348,"$75,000-99,999",7000,170.77
"AA",36,"Defaulted",0.13343,0.1264,0.1264,"Self-employed",8,TRUE,18317,"$25,000-49,999",3677.5,435.77
"AA",36,"Completed",0.0768,0.07,0.07,"Full-time",274,TRUE,18307,"$100,000+",8815,154.39
"AA",36,"Completed",0.12198,0.115,0.105,"Full-time",177,TRUE,18296,"$50,000-74,999",4916.666667,659.52
"AA",36,"Completed",0.12449,0.1175,0.1075,"Full-time",171,TRUE,18292,"$50,000-74,999",5000,413.69
"AA",36,"Completed",0.09387,0.087,0.077,"Full-time",16,FALSE,18264,"$25,000-49,999",3797.916667,316.6
"AA",36,"Completed",0.11395,0.107,0.102,"Full-time",44,TRUE,18247,"$100,000+",11736.83333,586.74
"AA",36,"Completed",0.0768,0.07,0.07,"Full-time",27,TRUE,18217,"$25,000-49,999",2708.333333,120.42
"AA",36,"Completed",0.08935,0.0825,0.0775,"Full-time",12,FALSE,18213,"$75,000-99,999",8000,157.26
"AA",36,"Defaulted",0.11797,0.111,0.111,"Full-time",126,TRUE,18149,"$50,000-74,999",4449.583333,819.65
"AA",36,"Completed",0.09136,0.0845,0.0795,"Full-time",9,TRUE,18117,"$75,000-99,999",6250,189.27
"AA",36,"Completed",0.10692,0.1,0.09,"Full-time",77,TRUE,18093,"$75,000-99,999",6666.666667,322.67
"AA",36,"Completed",0.08383,0.077,0.067,"Retired",136,TRUE,18083,"$25,000-49,999",3872.666667,155.99
"AA",36,"Completed",0.0768,0.07,0.07,"Self-employed",31,TRUE,18052,"$50,000-74,999",5000,123.51
"AA",36,"Completed",0.07379,0.067,0.057,"Full-time",37,TRUE,18043,"$25,000-49,999",3333.333333,184.44
"AA",36,"Completed",0.11194,0.105,0.105,"Full-time",183,TRUE,18043,"$25,000-49,999",3875,648.78
"AA",36,"Completed",0.09387,0.087,0.077,"Full-time",22,TRUE,18043,"$50,000-74,999",4409,379.92
"AA",36,"Completed",0.11596,0.109,0.104,"Full-time",1,TRUE,18039,"$25,000-49,999",3541.666667,244.67
"AA",36,"Completed",0.1021,0.0952,0.0952,"Full-time",34,TRUE,18036,"$100,000+",8583.25,480.63
"AA",36,"Completed",0.08182,0.075,0.075,"Full-time",34,FALSE,18000,"$100,000+",12083.33333,155.53
"AA",36,"Completed",0.06827,0.0615,0.0515,"Full-time",31,FALSE,17938,"$25,000-49,999",3583.333333,121.96
"AA",36,"Completed",0.12449,0.1175,0.1125,"Full-time",193,TRUE,17926,"$100,000+",20063.5,802.19
"AA",36,"Completed",0.11897,0.112,0.102,"Self-employed",72,TRUE,17873,"$25,000-49,999",3333.333333,492.5
"AA",36,"Completed",0.10692,0.1,0.095,"Full-time",11,TRUE,17860,"$25,000-49,999",2500,161.34
"AA",36,"Completed",0.14147,0.1273,0.1173,"Full-time",20,FALSE,17849,"$75,000-99,999",7083.333333,335.64
