Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,1,,ivory pieces,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,,1,tusks,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,,4,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,,17,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,4,,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,11,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,52,,ivory pieces,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,HK,XX,1,,derivatives,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,HK,,,1,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,3,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,1,91,ivory pieces,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,JP,XX,71,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,JP,,,75,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,MC,XX,,23,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,NL,XX,3,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,NL,,,100.3,carvings,kg,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PL,XX,,2,derivatives,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PL,XX,2,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PT,XX,1,,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PT,XX,1,,tusks,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PT,,,1,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PT,,,1,tusks,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,SG,XX,3,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,SG,XX,,3,ivory pieces,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,TW,XX,6,,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,US,XX,1,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CL,PT,,,1,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,AU,XX,,7,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,BE,XX,,19.281,carvings,kg,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,BE,XX,,350,carvings,kg,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,ES,XX,,2,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,FR,XX,,1,carvings,g,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,FR,XX,,135,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,GB,XX,,1,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,GB,XX,,240,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,GB,,,39,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,GB,,2,,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,HU,XX,,14,derivatives,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,HU,,3,,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,JP,,,4,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,PT,,,4,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,PT,,,1,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,US,XX,,8,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,US,XX,,3,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,US,XX,,38,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,US,,3,,carvings,,E,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CU,ES,XX,,2,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CZ,CH,XX,,6,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CZ,CH,XX,6,,ivory pieces,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,DE,,1,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,8,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,2,1,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,10,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,20,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,10,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,21,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,2,teeth,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,1,tusks,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,JP,XX,1,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,JP,,,41,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,LI,XX,8,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,NO,XX,1,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,RU,XX,1,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,RU,XX,,1,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,US,XX,4,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,US,XX,,4,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,AU,XX,,1,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,AU,,1,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,CH,XX,,1,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,CH,,1,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,US,XX,,1,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,US,,1,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CH,XX,8,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CH,XX,,1,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CH,XX,,6,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CH,XX,,3,ivory pieces,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CU,XX,101,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CU,,,40,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,ES,CU,,,194,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,AU,XX,,1,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CA,XX,,9,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,IN,1,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,JP,1,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,PE,1,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,4,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,1,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,16,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,4,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,4,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,23,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,2,2,tusks,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,,1,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CN,XX,4,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,JP,,,1,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,NO,XX,,2,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,US,XX,3,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,US,XX,,3,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,5,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,1,carvings,,P,W
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,1,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,139,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,3,ivory carvings,,P,U
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,XX,,4,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,,52,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,,1,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,,5,ivory pieces,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,,59,ivory pieces,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,,59,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,3,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,53,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,1,ivory pieces,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,,1,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,,69,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CN,,1,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,,,1,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,JP,,21,26,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,NZ,GB,,39,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,NZ,GB,,2,ivory pieces,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,RU,,4,,garments,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,RU,,,4,unspecified,,,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,SG,XX,,1,ivory pieces,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,,5,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,,2,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,,3,leather products (small),,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,,8,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,AU,XX,,5,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,AU,,1,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,BE,XX,,0.19,carvings,kg,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,BE,XX,,3,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,BE,,1,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,BR,,2,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,CH,XX,,12,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,CH,XX,,2,ivory pieces,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,CH,XX,,12,tusks,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,CH,,6,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,CH,,10,,tusks,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,DK,XX,,2,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,FR,CN,1,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,FR,,141,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,GB,,118,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,GB,,3,,ivory carvings,,T,U
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,GB,,48,,ivory pieces,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,GB,,53,,leather products (small),,,
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,GB,,3,,tusks,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,JP,,,17,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,JP,,21,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,NL,,,0.4,carvings,kg,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,NL,,,13,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,NL,,13,,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,US,XX,,3,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,XV,,10,,ivory carvings,,,
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IL,CA,XX,,1,tusks,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IL,CA,,1,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CA,XX,10,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CA,XX,,10,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CA,XX,2,9,ivory pieces,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,1,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,2,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,JP,XX,4,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,JP,,,4,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,US,XX,,9,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,US,XX,9,,ivory pieces,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,AT,XX,,3,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,AT,,3,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,AU,XX,,1,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,AU,,24,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,BE,XX,,1,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,BE,,1,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,CZ,XX,,1,ivory pieces,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,CZ,,1,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FI,JP,3,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FR,XX,,1,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FR,XX,,4,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FR,,1,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,FR,,4.5,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,GB,XX,,8,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,GB,,8,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,IT,XX,,4,carvings,,Q,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,IT,,4,,carvings,,Q,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,US,JP,4,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,US,XX,,7,ivory carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,US,XX,,2,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,US,,1,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,JP,US,,1,,ivory pieces,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,KR,GB,XX,5,2,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,KR,GB,XX,,3,leather products (small),,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,LB,CA,XX,,1,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,LB,MC,XX,,278,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,LI,DE,XX,,8,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MC,GB,XX,3,,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MC,GB,XX,1,1,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,CH,XX,,4,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,CH,XX,4,,tusks,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,CU,,1,,tusks,,P,U
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MX,MC,XX,,1,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MY,AU,XX,,1,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MY,GB,XX,,18,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,MY,US,XX,,2,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NG,GB,XX,,1,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,5,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,,48,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,,6,,tusks,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,IL,XX,19,,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,IL,,,19,carvings,,Q,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,AU,XX,,1,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,AU,XX,,1,carvings,,P,U
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,AU,XX,,8,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,AU,XX,,2,ivory carvings,,P,U
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,GB,XX,,2,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NZ,US,XX,,9,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PE,PT,,,4,tusks,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PL,CA,XX,,104,ivory pieces,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PL,CA,,104,,derivatives,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PL,CH,XX,,4,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PL,CH,,2,,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PL,CH,,2,,derivatives,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PT,CH,XX,,2,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PT,CU,,34,,carvings,,P,U
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PT,TH,XX,,4,ivory pieces,,E,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,PT,TW,,4,,carvings,,E,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,QA,FR,XX,,1,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,QA,GB,XX,,4,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,QA,TR,XX,2,,ivory carvings,,Q,W
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RS,IL,,,1,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,DE,XX,,1,carvings,,E,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,FR,XX,,1,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,GB,RU,,4,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,GB,XX,,9,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,JP,,,2,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,NL,,,14,carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,PL,XX,,1,carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,PL,XX,,15,derivatives,,E,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,US,XX,,2,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,RU,XX,,1,,ivory carvings,,E,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SA,US,XX,,4,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SA,US,XX,,1,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SE,CH,XX,,2,ivory carvings,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SG,CA,XX,9,9,ivory pieces,,P,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SG,CH,XX,,1,ivory carvings,,T,O
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,SG,FR,XX,,3,carvings,,T,O
